Accelerator_Pedal_value,Throttle_position_signal,Engine_speed,Engine_torque,Current_Gear,Vehicle_speed,Indication_of_brake_switch_ON(2)/OFF(1),Time(s)
14.5,12.7,1795,37.9,6,67,1,677
12.9,11.3,1783,33.2,6,67,1,678
12.5,10.8,1766,28.9,6,66,1,679
18,14.1,1751,39.5,6,66,1,680
23.8,18.8,1753,49.6,6,66,1,681
24.2,20.7,1760,52.7,6,66,1,682
23,20.2,1763,52.3,6,66,1,683
22.7,18.8,1769,50.4,6,66,1,684
22.7,18.8,1774,49.6,6,66,1,685
22.7,18.8,1779,49.2,6,67,1,686
21.9,18.3,1785,49.2,6,67,1,687
18.7,15,1786,45.3,6,67,1,688
21.9,16.5,1787,46.1,6,67,1,689
24.6,19.7,1794,50.4,6,67,1,690
28.5,53.5,2173,64.5,6,68,1,691
26.2,49.3,2389,66,6,68,1,692
25,30.5,2390,62.9,6,69,1,693
14.5,17.4,2212,44.5,6,70,1,694
12.1,10.8,1939,26.2,6,69,1,695
19.1,15,1930,40.2,6,69,1,696
14.8,13.6,1854,41.8,6,68,1,697
10.2,8.9,1805,23.4,6,68,1,698
12.5,10.8,1782,28.5,6,67,1,699
14.1,11.8,1769,31.6,6,66,1,700
17.2,13.6,1767,39.5,6,66,1,701
18.7,14.6,1773,41.4,6,66,1,702
30.1,47.9,2174,60.2,5,67,1,703
23,35.2,2643,59.4,5,68,1,704
0,7.5,2335,17.2,5,69,1,705
7.4,8,1855,16,6,68,1,706
7.4,8.5,1840,17.6,6,68,1,707
7.8,8.5,1829,18,6,67,1,708
12.1,11.3,1833,25,6,67,1,709
12.5,11.3,1797,28.5,6,67,1,710
12.5,11.8,1812,32.4,6,68,1,711
3.5,7.5,1813,19.1,6,68,1,712
3.9,7.1,1812,14.8,6,68,1,713
4.3,7.5,1810,15.6,6,68,1,714
2.3,6.6,1799,13.3,6,68,1,715
0,6.6,1750,2.7,6,67,1,716
0,7.5,1757,0,6,67,1,717
0,7.5,1736,0,6,66,1,718
3.1,7.1,1744,13.7,6,65,1,719
10.9,9.4,1744,19.5,6,65,1,720
19.5,15.5,1764,40.2,6,66,1,721
5.5,8.9,1764,26.6,6,66,1,722
0,6.6,1715,3.1,6,66,1,723
0,7.5,1731,0,6,65,1,724
0,7.5,1705,0,6,65,1,725
0,7.5,1688,0,6,64,1,726
6.6,8,1700,12.1,6,63,1,727
12.1,10.8,1725,24.6,6,63,1,728
13.3,11.8,1698,31.3,6,63,1,729
14.8,13.2,1702,37.5,6,64,1,730
15.2,13.6,1713,37.9,6,64,1,731
17.6,14.6,1729,41.4,6,64,1,732
15.2,14.1,1739,42.2,6,65,1,733
6.2,8,1726,21.9,6,64,1,734
16,13.2,1717,33.2,6,64,1,735
10.9,10.8,1702,31.6,6,64,1,736
13.3,11.8,1687,32,6,63,1,737
19.9,15.5,1683,42.2,6,63,1,738
20.7,16.5,1673,48,6,63,1,739
20.7,16.5,1670,47.7,6,63,1,740
21.5,17.4,1667,48.8,6,62,1,741
11.3,10.8,1656,35.5,6,62,1,742
7.8,8.5,1630,24.2,6,61,1,743
5.5,7.5,1589,17.6,6,60,1,744
13.7,12.2,1711,30.1,6,58,1,745
14.8,14.1,1855,39.1,6,58,1,746
13.3,13.6,1886,40.2,6,57,1,747
5.5,8.5,1634,25.4,6,57,1,748
14.5,12.7,1890,30.5,5,55,1,749
17.2,15,2089,41,5,55,1,750
18.4,15,1977,43,5,55,1,751
18.7,16,2121,43.8,5,55,1,752
19.1,16.5,2136,44.9,5,55,1,753
21.5,17.9,2172,47.3,5,55,1,754
22.7,19.3,2237,49.6,5,55,1,755
23.8,21.1,2289,51.6,5,56,1,756
23.8,21.1,2310,52.3,5,56,1,757
23.8,21.1,2314,52.3,5,57,1,758
29.7,31,2405,60.2,5,58,1,759
30.5,77,2519,68,5,59,1,760
25.4,28.7,2500,59.8,5,61,1,761
25.4,25.8,2484,56.3,5,62,1,762
20.3,19.7,2440,49.6,5,63,1,763
19.5,16,2382,41.8,5,63,1,764
17.6,15.5,2340,41.8,5,64,1,765
15.2,13.6,2248,34.8,5,64,1,766
15.6,13.6,2223,35.5,5,64,1,767
16.4,14.6,2227,37.1,5,64,1,768
14.1,13.2,2236,33.6,5,65,1,769
9,10.4,2234,27,5,65,2,770
0,6.6,2087,4.7,5,62,2,771
0,8.9,2033,0,5,60,2,772
0,8.9,1989,0,5,58,1,773
0,8.9,1944,0,5,57,1,774
5.5,7.5,1929,15.2,5,56,1,775
3.1,6.6,1900,11.7,5,55,1,776
5.9,7.5,1885,12.5,5,55,1,777
3.9,7.1,1860,12.1,5,54,1,778
9,8.9,1852,18.4,5,54,1,779
0,6.6,1803,11.3,5,53,2,780
0,7.1,1723,1.2,5,51,2,781
0,7.1,1549,0,5,45,2,782
0,5.7,1296,0,5,38,2,783
0,5.7,922,7.4,5,32,2,784
0,5.2,993,9,4,28,2,785
0,5.2,937,9,4,27,1,786
0,4.7,898,8.6,4,26,1,787
5.5,6.6,1067,15.2,4,26,1,788
15.6,11.3,1455,28.9,4,26,1,789
15.2,13.2,1727,37.5,4,28,1,790
7.8,8.9,1609,26.6,4,30,1,791
0,4.7,1325,9.8,4,30,1,792
3.9,6.6,1416,10.5,4,30,1,793
8.2,8,1434,18,4,30,1,794
9,8.5,1449,19.9,4,30,1,795
0,5.7,1420,12.1,4,30,1,796
0,6.1,1380,1.6,4,29,1,797
6.6,7.5,1450,16.8,4,29,1,798
7.4,8,1482,18.8,4,29,1,799
0,5.7,1360,11.7,4,29,1,800
0,5.2,1314,5.9,4,29,2,801
0,4.7,1344,4.7,4,28,2,802
0,4.7,1272,4.7,4,27,2,803
0,4.7,1176,4.7,4,25,2,804
0,5.2,871,8.6,4,23,2,805
0,5.7,989,10.9,3,21,2,806
0,6.1,1110,11.3,3,20,2,807
0,6.1,1104,10.9,3,19,1,808
0,6.1,1092,10.5,3,19,1,809
0,6.1,1067,10.5,3,19,1,810
0,6.1,1056,10.9,3,18,1,811
0,6.1,1043,10.9,3,18,1,812
0.8,6.6,1144,14.5,3,18,1,813
0,6.1,1047,12.1,3,17,2,814
0,6.1,1013,11.7,3,17,2,815
0,6.6,979,12.5,3,16,2,816
0,6.1,966,12.1,3,15,2,817
0,6.1,941,12.5,3,14,2,818
0,6.6,908,14.1,3,13,2,819
0,6.6,882,14.8,3,12,1,820
5.9,8.5,1013,22.3,3,13,1,821
14.8,13.2,1548,38.3,3,15,1,822
9.8,12.7,1702,37.1,3,18,1,823
2,8,1384,20.3,3,20,1,824
0,6.1,1259,11.3,3,20,1,825
3.1,7.5,1351,16.4,3,20,1,826
0,6.1,1273,10.2,3,20,2,827
0,6.1,1152,10.2,3,20,2,828
0,6.1,1094,10.9,3,19,2,829
0,6.1,1065,11.3,3,17,2,830
0,6.1,1027,12.1,3,16,1,831
4.3,8,1164,20.3,3,16,1,832
2.7,7.1,1223,20.3,3,17,1,833
0,5.7,1060,11.7,3,17,1,834
0,6.1,1013,10.9,3,17,1,835
0,6.1,1011,10.9,3,17,2,836
0,6.1,1001,11.3,3,16,2,837
0,6.1,995,11.3,3,16,1,838
2,7.5,1088,18,3,16,1,839
10.5,9.9,1268,26.2,3,17,1,840
14.8,14.1,1667,39.5,3,19,1,841
5.5,9.9,1634,29.7,3,22,1,842
0,6.6,1421,12.1,3,23,1,843
0,6.1,1322,9,3,22,1,844
0,6.1,1264,8.6,3,22,1,845
0,6.1,1217,9,3,22,1,846
0,6.1,1191,9,3,21,1,847
0,6.1,1168,9.4,3,21,2,848
0,6.1,1142,10.5,3,20,2,849
0,6.1,1104,10.9,3,19,2,850
0,6.1,1059,11.3,3,17,2,851
0,6.1,1033,10.9,3,17,1,852
1.2,7.1,1092,15.6,3,17,1,853
5.1,8,1230,22.3,3,17,1,854
8.6,8.9,1292,23.4,3,18,1,855
9.4,9.9,1470,28.1,3,19,1,856
0,6.1,1303,12.9,3,20,2,857
0,6.1,1156,10.2,3,20,2,858
0,6.1,1072,10.9,3,18,2,859
0,6.1,1055,11.3,3,17,2,860
0,6.1,1033,11.3,3,17,1,861
0,6.6,1029,12.5,3,17,1,862
3.9,7.5,1207,19.1,3,17,1,863
2,7.1,1191,17.2,3,18,1,864
3.1,7.1,1240,18.8,3,18,1,865
2.7,7.1,1273,19.5,3,19,1,866
4.7,7.1,1295,18.8,3,19,1,867
4.3,7.5,1336,19.5,3,20,1,868
6.2,7.5,1361,19.1,3,20,1,869
6.6,7.5,1342,15.2,3,21,1,870
7,8,1406,18,3,21,1,871
8.2,8.5,1438,19.5,3,21,1,872
1.6,6.6,1392,14.5,3,21,2,873
0,6.1,1185,10.5,3,21,2,874
0,6.1,1145,10.5,3,20,1,875
2.3,7.1,1284,16.8,3,20,1,876
4.3,7.5,1319,18.4,3,20,1,877
6.6,8,1323,19.9,3,20,1,878
8.2,8.5,1281,22.3,3,20,1,879
10.2,9.4,1305,24.2,3,20,1,880
17.2,12.2,1382,34.8,3,21,1,881
14.8,11.8,1490,37.5,3,23,1,882
4.3,7.5,1546,20.7,3,24,1,883
0,6.1,1418,9,3,24,1,884
0,6.1,1285,8.2,3,23,1,885
6.6,7.5,1383,15.2,3,22,1,886
10.2,8.9,1446,20.3,3,21,1,887
12.5,11.8,1612,31.6,3,22,1,888
0.8,7.1,1509,18.4,3,22,1,889
0,6.1,1306,11.7,3,22,1,890
12.5,9.9,1439,21.5,3,21,1,891
19.5,16,1639,43.8,3,22,1,892
24.2,17.4,1594,47.7,3,25,1,893
23,16.5,1732,47.3,3,27,1,894
23,16.5,1875,44.9,3,29,1,895
23.4,17.4,2099,46.9,3,31,1,896
20.3,19.7,2412,50.8,3,34,1,897
9.4,10.4,2112,23.8,3,35,1,898
14.8,13.2,1850,32.8,4,34,1,899
17.2,14.6,1933,39.5,4,35,1,900
11.3,12.2,1932,35.9,4,35,1,901
8.6,8,1747,18.4,4,35,1,902
17.2,12.7,1806,30.1,4,34,1,903
19.9,16,1998,44.9,4,35,1,904
21.5,17.4,2079,47.7,4,36,1,905
7.4,9.4,1860,24.6,4,37,1,906
1.6,7.1,1751,15.6,4,36,1,907
13.7,10.8,1769,23,4,35,1,908
16.4,13.6,1898,37.1,4,35,1,909
15.6,14.1,1928,38.3,4,35,1,910
15.6,14.1,1945,37.9,4,36,1,911
14.8,13.6,1960,37.5,4,36,1,912
10.9,9.9,1878,27.3,4,36,1,913
10.9,9.4,1816,23.8,4,36,1,914
12.1,10.4,1797,25,4,35,1,915
16.8,13.6,1895,35.5,4,35,1,916
17.6,14.1,1956,40.6,4,35,1,917
17.6,14.1,1980,40.6,4,36,1,918
17.2,14.1,2003,40.2,4,37,1,919
10.9,10.8,1943,30.1,4,37,1,920
9,8.5,1825,20.3,4,36,1,921
8.6,8.5,1768,18.8,4,35,1,922
8.6,8,1720,19.1,4,34,1,923
8.6,8,1672,19.1,4,33,1,924
8.6,8,1627,19.1,4,32,1,925
11.7,8.9,1592,20.7,4,31,1,926
15.2,12.7,1755,34.8,4,31,1,927
13.7,11.8,1743,33.6,4,32,1,928
12.9,11.3,1719,32,4,32,1,929
12.5,10.8,1692,29.7,4,32,1,930
12.1,10.4,1676,28.9,4,31,1,931
11.7,9.9,1641,27.3,4,31,1,932
11.7,9.9,1622,27.3,4,31,1,933
12.9,10.8,1628,29.3,4,30,1,934
14.8,12.2,1729,35.5,4,30,1,935
14.8,12.7,1769,36.3,4,31,1,936
14.1,12.7,1790,36.7,4,31,1,937
11.7,10.4,1703,30.5,4,32,1,938
12.5,10.8,1673,29.3,4,31,1,939
13.3,11.3,1698,32,4,31,1,940
12.1,10.8,1696,31.6,4,31,1,941
9.4,8.5,1590,23,4,31,1,942
9.4,8.5,1536,21.1,4,30,1,943
12.5,9.9,1541,25.4,4,29,1,944
16,13.2,1712,37.1,4,29,1,945
16.8,14.1,1841,40.2,4,30,1,946
15.6,14.6,1875,39.8,4,31,1,947
14.1,13.2,1814,36.3,4,32,1,948
16,13.6,1813,36.7,4,32,1,949
18.4,15.5,1928,42.2,4,33,1,950
18.4,15.5,1966,43.4,4,34,1,951
22.3,16.9,2009,45.3,4,35,1,952
27,24.4,2219,55.1,4,37,1,953
23,22.6,2290,53.9,4,39,1,954
23,18.8,2253,48.4,4,41,1,955
23,18.8,2287,47.7,4,42,1,956
19.1,17.4,2315,44.5,4,43,1,957
16.4,14.6,2209,37.5,4,44,1,958
16.4,14.1,2147,37.5,4,44,1,959
16.4,14.1,2150,36.3,4,45,1,960
16.4,14.1,2161,35.5,4,45,1,961
16.4,14.1,2171,35.5,4,45,1,962
9.8,9.9,2161,25.8,4,45,1,963
16.8,13.6,2135,30.9,4,44,1,964
19.1,15,2146,39.5,4,45,1,965
14.8,13.6,2161,35.2,4,45,1,966
14.1,12.7,2155,31.6,4,45,1,967
14.1,12.7,2145,31.3,4,45,1,968
11.3,10.8,2131,28.9,4,44,1,969
12.9,9.9,2094,21.5,4,43,1,970
12.9,11.3,2065,28.5,4,43,1,971
11.7,10.4,2027,23,4,42,1,972
11.3,10.4,1989,24.6,4,41,1,973
9.8,8.5,1945,19.5,4,40,1,974
9.8,8.5,1925,18.4,4,39,1,975
12.9,10.8,1936,24.6,4,38,1,976
14.1,12.2,1973,31.3,4,38,1,977
13.7,12.7,2007,34.8,4,38,1,978
8.2,8.5,1895,21.9,4,38,1,979
16,12.2,1911,28.5,4,37,1,980
20.3,15.5,2056,44.1,4,37,1,981
22.3,18.3,2157,48.4,4,38,1,982
24.6,18.8,2194,47.7,4,40,1,983
29.7,29.1,2393,59.4,4,42,1,984
30.5,34.3,2449,63.7,4,44,1,985
16.4,21.6,2272,48.4,4,46,1,986
10.9,10.4,2232,22.7,4,45,1,987
17.2,14.1,2301,32.4,4,45,1,988
17.2,15.5,2368,39.5,4,46,1,989
12.9,11.8,2248,26.6,4,45,1,990
11.3,10.4,2177,26.2,4,45,1,991
7.8,7.5,2122,17.6,4,44,1,992
17.2,12.7,2142,28.1,4,43,1,993
19.9,16.5,2296,41.4,4,43,1,994
13.7,13.2,2256,33.2,4,44,1,995
18.4,15,2266,37.5,4,44,1,996
21.1,17.4,2378,45.7,4,45,1,997
22.3,18.3,2422,46.9,4,46,1,998
21.1,17.4,2347,45.3,4,47,1,999
18.7,15.5,2312,39.5,4,48,1,1000
22.7,18.3,2344,45.3,4,48,1,1001
29.3,27.3,2400,57.4,4,50,1,1002
30.5,37.6,2505,64.8,4,53,1,1003
29.3,32.9,2639,63.3,4,55,1,1004
27.3,28.2,2751,59.8,4,57,1,1005
23.8,22.6,2584,53.9,4,59,1,1006
21.1,17.9,2132,48.8,5,60,1,1007
21.9,17.4,2089,48.8,5,60,1,1008
22.3,17.4,2110,48.4,5,61,1,1009
23,17.9,2146,48.8,5,62,1,1010
23,18.3,2186,49.2,5,63,1,1011
15.2,14.1,2215,39.5,5,64,1,1012
5.9,8.5,2212,21.5,5,64,1,1013
0,6.6,2165,7,5,63,1,1014
0,8,2119,0.8,5,62,2,1015
0,8.9,2020,0,5,59,2,1016
0,8.5,1876,0,5,55,2,1017
0,7.5,1778,0,5,52,2,1018
0,7.5,1718,0,5,50,1,1019
0,7.1,1669,0,5,49,1,1020
1.2,7.1,1639,1.6,5,48,1,1021
9,8,1628,18,5,47,1,1022
18.7,13.6,1641,33.2,5,47,1,1023
20.3,16,1666,48,5,48,1,1024
15.6,13.6,1703,40.2,5,49,1,1025
15.6,13.6,1730,39.1,5,50,1,1026
15.6,13.6,1757,38.7,5,51,1,1027
15.6,14.1,1786,38.7,5,52,1,1028
16.8,14.1,1816,39.5,5,53,1,1029
17.6,15.5,1854,43.4,5,54,1,1030
10.9,11.3,1880,32.4,5,54,1,1031
11.7,10.8,1885,25.8,5,55,1,1032
17.2,15,1902,39.5,5,55,1,1033
14.5,14.1,1930,39.8,5,56,1,1034
10.2,9.9,1943,25,5,56,1,1035
13.3,12.2,1947,30.9,5,56,1,1036
13.3,12.2,1958,32.4,5,57,1,1037
14.1,12.7,1973,32.8,5,57,1,1038
18.4,15,1995,42.2,5,58,1,1039
16.4,14.1,2023,39.5,5,59,1,1040
16.4,14.1,2046,39.1,5,59,1,1041
6.2,8.9,2058,25.4,5,60,1,1042
6.2,7.5,2045,16,5,59,1,1043
15.2,12.2,2055,27.7,5,59,1,1044
8.6,8.9,2036,23.8,5,59,1,1045
16,12.7,2034,30.5,5,59,1,1046
14.5,13.2,2049,35.9,5,59,1,1047
12.9,11.8,2061,30.1,5,60,1,1048
12.9,11.8,2066,28.1,5,60,1,1049
7,8.5,2063,22.3,5,60,1,1050
3.9,7.1,2041,15.2,5,59,1,1051
3.9,7.1,2017,14.5,5,59,1,1052
3.9,7.1,1991,14.8,5,58,1,1053
3.9,7.1,1968,14.8,5,57,1,1054
3.9,7.5,1945,15.2,5,56,1,1055
3.9,7.5,1923,16,5,56,1,1056
5.5,7.5,1903,16.4,5,55,1,1057
9.4,8.5,1884,18.4,5,55,1,1058
10.2,9.4,1871,21.1,5,54,1,1059
5.5,8,1862,21.1,5,54,1,1060
0,6.1,1817,6.6,5,53,1,1061
5.9,8,1810,14.1,5,52,1,1062
5.9,8,1789,17.2,5,52,1,1063
11.3,10.4,1778,23.4,5,52,1,1064
11.7,11.8,1783,31.6,5,52,1,1065
6.6,8.5,1783,20.3,5,52,1,1066
19.1,15.5,1789,36.3,5,52,1,1067
20.7,17.9,1827,48,5,53,1,1068
22.7,19.7,1880,50,5,54,1,1069
19.9,17.4,1927,48,5,56,1,1070
20.7,17.4,1973,48.4,5,57,1,1071
21.9,17.4,2016,48,5,58,1,1072
15.2,13.6,2053,40.2,5,60,1,1073
21.1,16.9,2223,41,5,60,1,1074
18.7,17.4,2348,46.1,5,61,1,1075
19.9,18.8,2379,48.4,5,62,1,1076
8.6,9.9,2199,26.2,5,63,1,1077
10.2,8.5,2156,18.4,5,63,1,1078
5.1,7.5,2131,16,5,62,1,1079
8.2,7.5,2104,14.8,5,61,1,1080
11.7,10.4,2090,21.9,5,61,1,1081
12.1,10.8,2087,25,5,60,1,1082
10.9,10.4,2076,24.2,5,60,1,1083
9.8,8.5,2058,18.4,5,60,1,1084
8.6,8,2038,17.2,5,59,1,1085
5.9,7.5,2017,16.4,5,59,1,1086
2.7,7.1,1995,14.8,5,58,1,1087
2.3,7.1,1969,13.7,5,57,1,1088
8.2,8.5,1948,16.8,5,56,1,1089
10.5,9.9,1935,22.3,5,56,1,1090
7,8.5,1922,19.9,5,56,1,1091
5.9,8,1907,18,5,55,1,1092
10.9,9.9,1923,21.1,5,55,1,1093
16,14.1,2100,39.1,5,55,1,1094
19.5,16,2141,41.4,5,56,1,1095
23,22.1,2110,53.5,5,57,1,1096
18,15.5,2047,46.1,5,59,1,1097
0,6.6,1995,11.7,5,59,1,1098
0,7.5,1967,0.8,5,58,1,1099
0,8.9,1919,0,5,56,1,1100
0,8.5,1864,0,5,55,1,1101
0,8,1817,0,5,53,1,1102
0,7.5,1774,0,5,52,1,1103
0,10.4,1756,0,5,51,1,1104
27.3,26.3,1933,56.6,5,51,1,1105
19.5,20.7,1881,52.3,5,53,1,1106
25.4,21.6,1897,50.8,5,55,1,1107
29.7,52.1,1952,63.3,5,57,1,1108
30.5,62.9,2024,64.5,5,59,1,1109
6.2,16.9,2055,26.2,5,60,1,1110
0,8.5,2017,0.8,5,59,1,1111
0,9.4,1968,0,5,57,1,1112
0,9.4,1907,0,5,56,1,1113
3.1,8.5,1875,7,5,55,1,1114
14.8,13.6,1930,32.4,5,54,1,1115
19.1,16.5,1920,43,5,55,1,1116
25.4,22.1,1947,52.3,5,56,1,1117
29.7,39.5,2003,59.4,5,58,1,1118
30.9,80.3,2074,64.5,5,60,1,1119
30.9,77,2156,64.8,5,62,1,1120
32,93.4,2241,66.8,5,65,1,1121
28.5,54.5,2325,64.5,5,67,1,1122
11.7,14.6,2382,35.9,5,69,1,1123
0,7.5,1959,3.5,6,69,1,1124
0,8.5,1853,3.5,6,69,1,1125
0,8,1849,3.5,6,69,1,1126
0,8,1846,1.2,6,69,2,1127
0,8.5,1821,0,6,68,2,1128
0,8,1785,0,6,67,2,1129
0,8,1750,0,6,66,2,1130
0,7.5,1725,0,6,65,1,1131
0,8,1712,0,6,65,1,1132
0,7.5,1695,0,6,64,2,1133
0,7.5,1694,0,6,64,1,1134
0,7.5,1680,0,6,64,2,1135
0,7.5,1648,0,6,63,2,1136
0,7.5,1623,0,6,62,1,1137
9.8,10.4,1691,17.6,6,62,1,1138
12.9,12.7,1766,33.6,6,63,1,1139
12.9,12.7,1724,35.2,6,64,1,1140
9.8,11.3,1735,30.9,6,65,1,1141
0,5.7,1688,6.6,6,65,2,1142
0,7.5,1659,0,6,63,2,1143
0,7.1,1581,0,6,60,2,1144
0,7.1,1503,0,6,57,2,1145
0,7.5,1714,0,5,55,1,1146
20.7,16,1934,30.9,5,55,1,1147
28.5,27.3,1994,58.6,5,58,1,1148
35.2,77.5,2093,63.7,5,61,1,1149
42.6,99.6,2937,73,4,64,1,1150
28.5,32.4,3314,63.3,4,68,1,1151
31.6,43.2,2748,63.7,5,71,1,1152
32.4,93.9,2757,68.4,5,74,1,1153
8.6,23,2654,30.5,5,77,1,1154
0,8.5,2124,0.8,6,78,2,1155
0,9.4,2087,1.6,6,78,2,1156
0,8.9,2063,1.6,6,77,2,1157
0,8.5,2016,0.8,6,76,1,1158
6.2,11.3,2027,9.4,6,76,1,1159
16.4,15.5,2068,41.4,6,77,1,1160
12.5,12.7,2073,35.2,6,78,1,1161
0,6.6,2050,5.1,6,78,2,1162
0,8.9,1993,0,6,75,2,1163
0,9.9,1969,0,6,74,1,1164
23.4,18.8,2107,45.7,6,75,1,1165
28.9,43.2,2124,60.9,6,77,1,1166
22.7,47.9,2118,59.8,6,79,1,1167
19.1,17.4,2164,48.4,6,81,1,1168
18.4,16.5,2206,44.9,6,82,1,1169
17.6,16.5,2243,42.2,6,84,1,1170
20.7,18.3,2284,45.7,6,86,1,1171
23,24.4,2334,55.1,6,88,1,1172
15.6,16.5,2372,43.8,6,89,1,1173
0,7.5,2372,14.5,6,89,2,1174
0,8.5,2342,1.2,6,89,2,1175
0,9.9,2310,0,6,87,2,1176
0,9.9,2270,0,6,86,1,1177
7.4,11.3,2279,12.1,6,85,1,1178
25.8,22.1,2366,51.6,6,86,1,1179
23.8,24.9,2328,55.5,6,87,1,1180
13.7,14.1,2335,34.4,6,88,1,1181
20.7,18.3,2356,45.3,6,88,1,1182
23.4,21.6,2382,52.7,6,89,1,1183
13.3,14.6,2404,38.3,6,90,1,1184
0,7.1,2371,4.7,6,90,1,1185
0,10.4,2349,0,6,89,1,1186
0,10.4,2315,0,6,88,1,1187
0,10.4,2281,0,6,86,1,1188
0,9.9,2248,0,6,85,2,1189
0,9.9,2208,0,6,84,2,1190
0,9.4,2164,0,6,82,2,1191
0,9.4,2128,0,6,81,2,1192
0,9.4,2099,0,6,79,2,1193
0,9.4,2056,0,6,78,2,1194
0,9.4,2016,0,6,76,2,1195
0,8.9,1973,0,6,74,2,1196
0,8.5,1903,0,6,72,2,1197
0,8.5,1832,0,6,69,2,1198
0,8,1772,0,6,67,1,1199
6.6,10.4,1784,9.8,6,66,1,1200
16.8,15.5,1899,41,6,66,1,1201
0,6.6,1764,14.1,6,66,1,1202
0,7.5,1685,0.8,6,65,1,1203
0,7.5,1691,0,6,64,1,1204
0,8,1661,0,6,63,1,1205
6.6,8.9,1725,21.9,6,62,1,1206
0,5.7,1597,3.9,6,62,1,1207
0,7.5,1595,0,6,61,1,1208
0,6.1,1443,0,6,60,2,1209
0,6.1,1332,7.8,6,59,1,1210
0,6.1,1366,7,6,58,1,1211
0,7.5,1349,10.2,6,57,1,1212
6.2,8.9,1668,24.2,6,57,1,1213
0,6.6,1482,10.5,6,57,1,1214
6.2,8,1799,16.4,5,56,1,1215
11.7,11.3,2019,23.8,5,56,1,1216
17.2,15.5,2117,38.3,5,56,1,1217
13.3,13.2,2031,34,5,57,1,1218
13.7,13.6,2021,37.9,5,58,1,1219
0.4,6.6,1977,13.3,5,58,1,1220
0,6.6,1935,1.6,5,57,1,1221
12.9,11.3,1963,21.5,5,56,1,1222
10.9,11.8,1957,30.5,5,57,1,1223
18.4,15.5,2020,39.5,5,57,1,1224
11.3,14.1,2201,37.1,5,58,1,1225
3.5,7.5,2034,15.6,5,58,1,1226
15.2,13.2,2116,28.1,5,58,1,1227
17.6,16,2215,40.6,5,59,1,1228
4.3,9.4,2082,25.4,5,60,1,1229
0,6.6,1996,4.7,5,59,1,1230
6.6,8,2015,14.5,5,58,1,1231
3.9,7.5,1995,14.8,5,58,1,1232
4.7,8,1978,14.8,5,57,1,1233
15.2,13.6,1982,31.3,5,57,1,1234
15.6,14.1,2003,37.9,5,58,1,1235
14.1,14.1,2032,38.3,5,59,1,1236
8.6,9.9,2063,23.8,5,59,1,1237
13.3,12.7,2088,30.9,5,59,1,1238
12.1,11.3,2054,25.8,5,60,1,1239
12.9,11.8,2058,28.5,5,60,1,1240
10.5,10.4,2063,26.2,5,60,1,1241
17.6,13.6,2070,28.5,5,60,1,1242
32,62.5,2119,62.9,5,61,1,1243
32,100,2183,66.8,5,63,1,1244
21.9,34.3,2251,54.7,5,65,1,1245
22.7,18.8,2299,48.8,5,67,1,1246
3.9,8.9,2303,22.7,5,67,1,1247
0,8,1826,3.5,6,67,1,1248
0,8.5,1773,3.9,6,66,1,1249
0,7.5,1744,4.3,6,66,1,1250
0,7.5,1718,1.2,6,65,1,1251
0,7.5,1684,0,6,63,1,1252
5.5,8.9,1708,19.1,6,63,1,1253
16,14.1,1758,30.1,6,62,1,1254
23.8,31.5,2458,60.2,5,63,1,1255
10.9,11.3,2286,25.4,5,64,1,1256
15.2,15.5,2395,38.7,5,65,1,1257
0,7.5,2225,14.5,5,65,1,1258
0,7.5,2116,1.6,5,64,1,1259
0,9.4,2142,0,5,63,1,1260
3.1,9.9,2124,6.6,5,62,1,1261
25.4,19.7,2210,47.7,5,62,1,1262
25,21.1,2204,52.3,5,64,1,1263
27.3,24.9,2248,55.9,5,65,1,1264
19.5,20.7,2302,48.8,5,67,1,1265
0,7.1,2024,5.9,5,67,1,1266
0,9.4,1753,3.5,6,66,1,1267
3.5,8.5,1753,14.8,6,66,1,1268
0,6.1,1694,5.5,6,65,2,1269
0,6.6,1657,2,6,64,2,1270
0,7.5,1663,0,6,63,2,1271
0,7.5,1608,0,6,61,2,1272
0,7.1,1557,0,6,59,2,1273
0,7.1,1523,0,6,58,1,1274
0,7.1,1497,0,6,57,1,1275
0,8,1798,0,5,55,1,1276
3.9,8,1886,12.9,5,55,1,1277
5.9,8,1873,16.4,5,54,1,1278
9.4,10.8,1867,24.6,5,54,1,1279
0,6.1,1807,6.3,5,53,1,1280
0,8.5,1794,0,5,52,1,1281
0,8,1752,0,5,51,1,1282
0,7.5,1704,0,5,50,2,1283
0,7.5,1662,0,5,48,2,1284
0,7.5,1604,0,5,47,2,1285
0,7.1,1506,0,5,44,2,1286
0,6.6,1415,0,5,41,2,1287
0,6.1,1364,0,5,40,2,1288
0,6.1,1342,0,5,39,2,1289
0,6.1,1363,0,5,40,2,1290
0,6.6,1376,0,5,40,2,1291
0,6.6,1391,0,5,41,1,1292
0,6.6,1415,0,5,41,1,1293
0,7.1,1443,0,5,42,1,1294
0,7.1,1464,0,5,43,1,1295
0,7.1,1494,0,5,44,1,1296
0,7.1,1513,0,5,44,1,1297
0,7.1,1537,0,5,45,2,1298
0,7.1,1553,0,5,45,2,1299
0,7.1,1524,0,5,45,2,1300
0,7.1,1513,0,5,44,2,1301
0,7.1,1515,0,5,44,2,1302
0,6.6,1453,0,5,42,2,1303
0,5.7,1233,0,5,38,2,1304
0,6.1,1012,10.9,5,32,2,1305
